3.000000000000000E+07;1.215947660974436E+02;7.357623053777462E+02;
3.002000000000000E+07;1.246578204015360E+02;7.415678009438041E+02;
3.004000000000000E+07;1.261470560922164E+02;7.462513356489184E+02;
3.006000000000000E+07;1.273662925955535E+02;7.525693075054139E+02;
3.008000000000000E+07;1.295245922070454E+02;7.594301465421917E+02;
3.010000000000000E+07;1.305221776095027E+02;7.648352398559629E+02;
3.012000000000000E+07;1.318842377210245E+02;7.706054831675496E+02;
3.014000000000000E+07;1.331320552637071E+02;7.767476563538069E+02;
3.016000000000000E+07;1.348750548899881E+02;7.838380290678099E+02;
3.018000000000000E+07;1.352181789154025E+02;7.903670979534958E+02;
3.020000000000000E+07;1.406729269323789E+02;7.955117537701617E+02;
3.022000000000000E+07;1.398781988820802E+02;8.006900752815030E+02;
3.024000000000000E+07;1.419271413633724E+02;8.089911569614799E+02;
3.026000000000000E+07;1.447070196348643E+02;8.169456874885285E+02;
3.028000000000000E+07;1.468583956957173E+02;8.237481055716344E+02;
3.030000000000000E+07;1.492030214768876E+02;8.314090972931261E+02;
3.032000000000000E+07;1.509154356073107E+02;8.385044053443546E+02;
3.034000000000000E+07;1.531228271198375E+02;8.434288835145392E+02;
3.036000000000000E+07;1.560581715977740E+02;8.506533068290140E+02;
3.038000000000000E+07;1.570455431041997E+02;8.581931389327298E+02;
3.040000000000000E+07;1.585739063596195E+02;8.661705415494024E+02;
3.042000000000000E+07;1.620531749664016E+02;8.740574399878933E+02;
3.044000000000000E+07;1.668670626762088E+02;8.804387828221553E+02;
3.046000000000000E+07;1.671028347918490E+02;8.907450569791999E+02;
3.048000000000000E+07;1.725136647001680E+02;8.992174556591391E+02;
3.050000000000000E+07;1.729522256974898E+02;9.066113937723816E+02;
3.052000000000000E+07;1.758580410435981E+02;9.166719140967468E+02;
3.054000000000000E+07;1.752584706652600E+02;9.237404619712404E+02;
3.056000000000000E+07;1.835574137893655E+02;9.330499392532864E+02;
3.058000000000000E+07;1.879697577348823E+02;9.413381014530805E+02;
3.060000000000000E+07;1.871673282014659E+02;9.513827453408289E+02;
3.062000000000000E+07;1.922439485690149E+02;9.613174041246765E+02;
3.064000000000000E+07;1.956108666944140E+02;9.706976943285941E+02;
3.066000000000000E+07;2.005285627548436E+02;9.800780410305167E+02;
3.068000000000000E+07;2.043436243002450E+02;9.912666437195057E+02;
3.070000000000000E+07;2.095725902873656E+02;9.992161454281619E+02;
3.072000000000000E+07;2.118566753984075E+02;1.013032150830926E+03;
3.074000000000000E+07;2.165349835847945E+02;1.023366261624671E+03;
3.076000000000000E+07;2.180702288953918E+02;1.031647540036899E+03;
3.078000000000000E+07;2.248027914680291E+02;1.044244706644802E+03;
3.080000000000000E+07;2.313635807659454E+02;1.053356018598432E+03;
3.082000000000000E+07;2.359083263565883E+02;1.063201688060835E+03;
3.084000000000000E+07;2.394205883093392E+02;1.076125721192321E+03;
3.086000000000000E+07;2.471381294432173E+02;1.083946288401681E+03;
