2.000000000000000E+07;2.676084071086014E+00;1.319339291811996E+02;
2.002000000000000E+07;2.709641038153011E+00;1.322487439006394E+02;
2.004000000000000E+07;2.699118812428903E+00;1.325671258886759E+02;
2.006000000000000E+07;2.684467312558504E+00;1.328486309693988E+02;
2.008000000000000E+07;2.707205445060028E+00;1.331243741342175E+02;
2.010000000000000E+07;2.716076838711086E+00;1.334387224665481E+02;
2.012000000000000E+07;2.734134365857639E+00;1.337289006839204E+02;
2.014000000000000E+07;2.768469574384826E+00;1.340228971699861E+02;
2.016000000000000E+07;2.766059489771140E+00;1.343276592107915E+02;
2.018000000000000E+07;2.771649014890735E+00;1.346394368970729E+02;
2.020000000000000E+07;2.795385648072321E+00;1.348765497160994E+02;
2.022000000000000E+07;2.857071061387288E+00;1.352387617881503E+02;
2.024000000000000E+07;2.899343598352513E+00;1.354674239442533E+02;
2.026000000000000E+07;2.927465230077954E+00;1.358124841324227E+02;
2.028000000000000E+07;2.921248252685470E+00;1.361398301182708E+02;
2.030000000000000E+07;2.977793928416665E+00;1.364414685000651E+02;
2.032000000000000E+07;2.982068417262095E+00;1.366862823544178E+02;
2.034000000000000E+07;2.976235840866946E+00;1.369659069478284E+02;
2.036000000000000E+07;3.000195651561341E+00;1.373040909908593E+02;
2.038000000000000E+07;3.027736078256134E+00;1.375775369353119E+02;
2.040000000000000E+07;3.073658264199510E+00;1.379150649823962E+02;
2.042000000000000E+07;3.058688868655720E+00;1.382427149865278E+02;
2.044000000000000E+07;3.074142153697543E+00;1.385113299565324E+02;
2.046000000000000E+07;3.057943761049326E+00;1.388150315772106E+02;
2.048000000000000E+07;3.080667939298750E+00;1.391186397454333E+02;
2.050000000000000E+07;3.102400819775715E+00;1.394526805225438E+02;
2.052000000000000E+07;3.116377305811627E+00;1.397399777922250E+02;
2.054000000000000E+07;3.134036787039454E+00;1.400251879855160E+02;
2.056000000000000E+07;3.150575795724023E+00;1.403584390416545E+02;
2.058000000000000E+07;3.167454366373497E+00;1.406839428164477E+02;
2.060000000000000E+07;3.193849003461847E+00;1.409443501158482E+02;
2.062000000000000E+07;3.197247344630615E+00;1.413109631534461E+02;
2.064000000000000E+07;3.193161293256035E+00;1.416136068767750E+02;
2.066000000000000E+07;3.224516286959247E+00;1.419525547410386E+02;
2.068000000000000E+07;3.230885743343738E+00;1.422298403259512E+02;
2.070000000000000E+07;3.248866905204828E+00;1.425478391521978E+02;
2.072000000000000E+07;3.268521396372171E+00;1.429161746076250E+02;
